"Plot Title: BS4-Cond"
"#","Date Time, GMT+00:00","Low Range, μS/cm (LGR S/N: 10559468, SEN S/N: 10559468)","Temp, °C (LGR S/N: 10559468, SEN S/N: 10559468)","Coupler Detached (LGR S/N: 10559468)","Coupler Attached (LGR S/N: 10559468)","Stopped (LGR S/N: 10559468)","End Of File (LGR S/N: 10559468)"
1,01/09/30 03:59:21 PM,5.52,25.68,Logged,,,
2,01/09/30 04:04:21 PM,215.99,17.29,,,,
3,01/09/30 04:09:21 PM,210.08,16.08,,,,
4,01/09/30 04:14:21 PM,209.43,15.96,,,,
5,01/09/30 04:19:21 PM,208.92,15.91,,,,
6,01/09/30 04:24:21 PM,208.77,15.91,,,,
7,01/09/30 04:29:21 PM,208.77,15.90,,,,
8,01/09/30 04:34:21 PM,208.61,15.91,,,,
9,01/09/30 04:39:21 PM,208.61,15.92,,,,
10,01/09/30 04:44:21 PM,208.61,15.92,,,,
11,01/09/30 04:49:21 PM,208.61,15.91,,,,
12,01/09/30 04:54:21 PM,208.69,15.92,,,,
13,01/09/30 04:59:21 PM,208.61,15.91,,,,
14,01/09/30 05:04:21 PM,208.61,15.91,,,,
15,01/09/30 05:09:21 PM,208.61,15.91,,,,
16,01/09/30 05:14:21 PM,208.61,15.91,,,,
17,01/09/30 05:19:21 PM,208.69,15.90,,,,
18,01/09/30 05:24:21 PM,208.69,15.90,,,,
19,01/09/30 05:29:21 PM,208.70,15.88,,,,
20,01/09/30 05:34:21 PM,208.69,15.90,,,,
21,01/09/30 05:39:21 PM,208.69,15.90,,,,
22,01/09/30 05:44:21 PM,208.69,15.90,,,,
23,01/09/30 05:49:21 PM,208.77,15.88,,,,
24,01/09/30 05:54:21 PM,208.69,15.90,,,,
25,01/09/30 05:59:21 PM,208.77,15.90,,,,
26,01/09/30 06:04:21 PM,208.77,15.90,,,,
27,01/09/30 06:09:21 PM,208.77,15.91,,,,
28,01/09/30 06:14:21 PM,208.77,15.90,,,,
29,01/09/30 06:19:21 PM,208.77,15.90,,,,
30,01/09/30 06:24:21 PM,208.69,15.90,,,,
31,01/09/30 06:29:21 PM,208.77,15.90,,,,
32,01/09/30 06:34:21 PM,208.84,15.90,,,,
33,01/09/30 06:39:21 PM,208.77,15.90,,,,
34,01/09/30 06:44:21 PM,208.77,15.90,,,,
35,01/09/30 06:49:21 PM,208.84,15.90,,,,
36,01/09/30 06:54:21 PM,208.77,15.90,,,,
37,01/09/30 06:59:21 PM,208.77,15.90,,,,
38,01/09/30 07:04:21 PM,208.84,15.90,,,,
39,01/09/30 07:09:21 PM,208.77,15.90,,,,
40,01/09/30 07:14:21 PM,208.84,15.90,,,,
41,01/09/30 07:19:21 PM,208.84,15.90,,,,
42,01/09/30 07:24:21 PM,208.84,15.90,,,,
43,01/09/30 07:29:21 PM,208.85,15.88,,,,
44,01/09/30 07:34:21 PM,208.77,15.88,,,,
45,01/09/30 07:39:21 PM,208.84,15.90,,,,
46,01/09/30 07:44:21 PM,208.84,15.90,,,,
47,01/09/30 07:49:21 PM,208.84,15.90,,,,
48,01/09/30 07:54:21 PM,208.92,15.90,,,,
49,01/09/30 07:59:21 PM,208.84,15.90,,,,
50,01/09/30 08:04:21 PM,208.92,15.90,,,,
51,01/09/30 08:09:21 PM,208.92,15.90,,,,
52,01/09/30 08:14:21 PM,208.92,15.88,,,,
53,01/09/30 08:19:21 PM,208.85,15.88,,,,
54,01/09/30 08:24:21 PM,208.92,15.88,,,,
55,01/09/30 08:29:21 PM,208.84,15.90,,,,
56,01/09/30 08:34:21 PM,208.84,15.90,,,,
57,01/09/30 08:39:21 PM,208.92,15.90,,,,
58,01/09/30 08:44:21 PM,208.92,15.90,,,,
59,01/09/30 08:49:21 PM,208.92,15.88,,,,
60,01/09/30 08:54:21 PM,208.85,15.88,,,,
61,01/09/30 08:59:21 PM,208.85,15.88,,,,
62,01/09/30 09:04:21 PM,208.85,15.88,,,,
63,01/09/30 09:09:21 PM,208.85,15.88,,,,
64,01/09/30 09:14:21 PM,208.85,15.88,,,,
65,01/09/30 09:19:21 PM,208.85,15.88,,,,
66,01/09/30 09:24:21 PM,208.85,15.88,,,,
67,01/09/30 09:29:21 PM,208.85,15.88,,,,
68,01/09/30 09:34:21 PM,208.85,15.88,,,,
69,01/09/30 09:39:21 PM,208.84,15.90,,,,
70,01/09/30 09:44:21 PM,208.85,15.88,,,,
71,01/09/30 09:49:21 PM,208.85,15.88,,,,
72,01/09/30 09:54:21 PM,208.77,15.90,,,,
73,01/09/30 09:59:21 PM,208.85,15.88,,,,
74,01/09/30 10:04:21 PM,208.77,15.88,,,,
75,01/09/30 10:09:21 PM,208.77,15.88,,,,
76,01/09/30 10:14:21 PM,208.77,15.88,,,,
77,01/09/30 10:19:21 PM,208.70,15.88,,,,
78,01/09/30 10:24:21 PM,208.77,15.90,,,,
79,01/09/30 10:29:21 PM,208.77,15.88,,,,
80,01/09/30 10:34:21 PM,208.70,15.88,,,,
81,01/09/30 10:39:21 PM,208.70,15.88,,,,
82,01/09/30 10:44:21 PM,208.70,15.88,,,,
83,01/09/30 10:49:21 PM,208.70,15.88,,,,
84,01/09/30 10:54:21 PM,208.70,15.88,,,,
85,01/09/30 10:59:21 PM,208.62,15.88,,,,
86,01/09/30 11:04:21 PM,208.62,15.88,,,,
87,01/09/30 11:09:21 PM,208.62,15.88,,,,
88,01/09/30 11:14:21 PM,208.62,15.88,,,,
89,01/09/30 11:19:21 PM,208.62,15.88,,,,
90,01/09/30 11:24:21 PM,208.54,15.88,,,,
91,01/09/30 11:29:21 PM,208.54,15.88,,,,
92,01/09/30 11:34:21 PM,208.54,15.88,,,,
93,01/09/30 11:39:21 PM,208.54,15.88,,,,
94,01/09/30 11:44:21 PM,208.54,15.88,,,,
95,01/09/30 11:49:21 PM,208.47,15.88,,,,
96,01/09/30 11:54:21 PM,208.47,15.88,,,,
97,01/09/30 11:59:21 PM,208.39,15.88,,,,
98,01/10/30 12:04:21 AM,208.47,15.88,,,,
99,01/10/30 12:09:21 AM,208.39,15.88,,,,
100,01/10/30 12:14:21 AM,208.39,15.88,,,,
101,01/10/30 12:19:21 AM,208.39,15.88,,,,
102,01/10/30 12:24:21 AM,208.39,15.88,,,,
103,01/10/30 12:29:21 AM,208.39,15.88,,,,
104,01/10/30 12:34:21 AM,208.32,15.88,,,,
105,01/10/30 12:39:21 AM,208.32,15.88,,,,
106,01/10/30 12:44:21 AM,208.32,15.88,,,,
107,01/10/30 12:49:21 AM,208.24,15.88,,,,
108,01/10/30 12:54:21 AM,208.32,15.88,,,,
109,01/10/30 12:59:21 AM,208.32,15.88,,,,
110,01/10/30 01:04:21 AM,208.24,15.88,,,,
111,01/10/30 01:09:21 AM,208.24,15.88,,,,
112,01/10/30 01:14:21 AM,208.24,15.88,,,,
113,01/10/30 01:19:21 AM,208.24,15.88,,,,
114,01/10/30 01:24:21 AM,208.24,15.88,,,,
115,01/10/30 01:29:21 AM,208.17,15.88,,,,
116,01/10/30 01:34:21 AM,208.24,15.88,,,,
117,01/10/30 01:39:21 AM,208.17,15.88,,,,
118,01/10/30 01:44:21 AM,208.24,15.88,,,,
119,01/10/30 01:49:21 AM,208.17,15.88,,,,
120,01/10/30 01:54:21 AM,208.24,15.88,,,,
121,01/10/30 01:59:21 AM,208.24,15.88,,,,
122,01/10/30 02:04:21 AM,208.17,15.88,,,,
123,01/10/30 02:09:21 AM,208.24,15.90,,,,
124,01/10/30 02:14:21 AM,208.24,15.88,,,,
125,01/10/30 02:19:21 AM,208.17,15.88,,,,
126,01/10/30 02:24:21 AM,208.24,15.88,,,,
127,01/10/30 02:29:21 AM,208.17,15.87,,,,
128,01/10/30 02:34:21 AM,208.24,15.88,,,,
129,01/10/30 02:39:21 AM,208.17,15.88,,,,
130,01/10/30 02:44:21 AM,208.24,15.88,,,,
131,01/10/30 02:49:21 AM,208.17,15.88,,,,
132,01/10/30 02:54:21 AM,208.24,15.88,,,,
133,01/10/30 02:59:21 AM,208.24,15.88,,,,
134,01/10/30 03:04:21 AM,208.24,15.88,,,,
135,01/10/30 03:09:21 AM,208.17,15.88,,,,
136,01/10/30 03:14:21 AM,208.24,15.88,,,,
137,01/10/30 03:19:21 AM,208.24,15.88,,,,
138,01/10/30 03:24:21 AM,208.32,15.88,,,,
139,01/10/30 03:29:21 AM,208.24,15.88,,,,
140,01/10/30 03:34:21 AM,208.24,15.88,,,,
141,01/10/30 03:39:21 AM,208.32,15.88,,,,
142,01/10/30 03:44:21 AM,208.32,15.88,,,,
143,01/10/30 03:49:21 AM,208.32,15.90,,,,
144,01/10/30 03:54:21 AM,208.32,15.88,,,,
145,01/10/30 03:59:21 AM,208.32,15.88,,,,
146,01/10/30 04:04:21 AM,208.24,15.88,,,,
147,01/10/30 04:09:21 AM,208.39,15.88,,,,
148,01/10/30 04:14:21 AM,208.32,15.88,,,,
149,01/10/30 04:19:21 AM,208.32,15.88,,,,
150,01/10/30 04:24:21 AM,208.39,15.88,,,,
151,01/10/30 04:29:21 AM,208.39,15.88,,,,
152,01/10/30 04:34:21 AM,208.39,15.88,,,,
153,01/10/30 04:39:21 AM,208.39,15.88,,,,
154,01/10/30 04:44:21 AM,208.47,15.88,,,,
155,01/10/30 04:49:21 AM,208.47,15.90,,,,
156,01/10/30 04:54:21 AM,208.39,15.88,,,,
157,01/10/30 04:59:21 AM,208.39,15.88,,,,
158,01/10/30 05:04:21 AM,208.47,15.88,,,,
159,01/10/30 05:09:21 AM,208.47,15.88,,,,
160,01/10/30 05:14:21 AM,208.54,15.88,,,,
161,01/10/30 05:19:21 AM,208.54,15.88,,,,
162,01/10/30 05:24:21 AM,208.54,15.88,,,,
163,01/10/30 05:29:21 AM,208.54,15.88,,,,
164,01/10/30 05:34:21 AM,208.54,15.88,,,,
165,01/10/30 05:39:21 AM,208.54,15.88,,,,
166,01/10/30 05:44:21 AM,208.54,15.88,,,,
167,01/10/30 05:49:21 AM,208.62,15.88,,,,
168,01/10/30 05:54:21 AM,208.62,15.88,,,,
169,01/10/30 05:59:21 AM,208.62,15.88,,,,
170,01/10/30 06:04:21 AM,208.62,15.88,,,,
171,01/10/30 06:09:21 AM,208.62,15.88,,,,
172,01/10/30 06:14:21 AM,208.70,15.88,,,,
173,01/10/30 06:19:21 AM,208.70,15.88,,,,
174,01/10/30 06:24:21 AM,208.70,15.88,,,,
175,01/10/30 06:29:21 AM,208.77,15.88,,,,
176,01/10/30 06:34:21 AM,208.70,15.88,,,,
177,01/10/30 06:39:21 AM,208.77,15.88,,,,
178,01/10/30 06:44:21 AM,208.77,15.88,,,,
179,01/10/30 06:49:21 AM,208.77,15.88,,,,
180,01/10/30 06:54:21 AM,208.77,15.88,,,,
181,01/10/30 06:59:21 AM,208.77,15.88,,,,
182,01/10/30 07:04:21 AM,208.77,15.88,,,,
183,01/10/30 07:09:21 AM,208.84,15.90,,,,
184,01/10/30 07:14:21 AM,208.92,15.88,,,,
185,01/10/30 07:19:21 AM,208.92,15.88,,,,
186,01/10/30 07:24:21 AM,208.85,15.88,,,,
187,01/10/30 07:29:21 AM,208.92,15.90,,,,
188,01/10/30 07:34:21 AM,208.92,15.90,,,,
189,01/10/30 07:39:21 AM,208.92,15.88,,,,
190,01/10/30 07:44:21 AM,208.92,15.88,,,,
191,01/10/30 07:49:21 AM,208.92,15.88,,,,
192,01/10/30 07:54:21 AM,209.00,15.88,,,,
193,01/10/30 07:59:21 AM,209.00,15.88,,,,
194,01/10/30 08:04:21 AM,209.00,15.88,,,,
195,01/10/30 08:09:21 AM,209.00,15.88,,,,
196,01/10/30 08:14:21 AM,209.00,15.88,,,,
197,01/10/30 08:19:21 AM,209.00,15.88,,,,
198,01/10/30 08:24:21 AM,209.00,15.88,,,,
199,01/10/30 08:29:21 AM,209.07,15.88,,,,
200,01/10/30 08:34:21 AM,209.07,15.88,,,,
201,01/10/30 08:39:21 AM,209.07,15.88,,,,
202,01/10/30 08:44:21 AM,209.07,15.88,,,,
203,01/10/30 08:49:21 AM,209.07,15.88,,,,
204,01/10/30 08:54:21 AM,209.07,15.88,,,,
205,01/10/30 08:59:21 AM,209.15,15.88,,,,
206,01/10/30 09:04:21 AM,209.07,15.88,,,,
207,01/10/30 09:09:21 AM,209.00,15.88,,,,
208,01/10/30 09:14:21 AM,209.15,15.88,,,,
209,01/10/30 09:19:21 AM,209.07,15.88,,,,
210,01/10/30 09:24:21 AM,209.22,15.88,,,,
211,01/10/30 09:29:21 AM,209.07,15.88,,,,
212,01/10/30 09:34:21 AM,209.15,15.88,,,,
213,01/10/30 09:39:21 AM,209.15,15.88,,,,
214,01/10/30 09:44:21 AM,209.15,15.88,,,,
215,01/10/30 09:49:21 AM,209.15,15.88,,,,
216,01/10/30 09:54:21 AM,209.15,15.88,,,,
217,01/10/30 09:59:21 AM,209.15,15.88,,,,
218,01/10/30 10:04:21 AM,209.15,15.88,,,,
219,01/10/30 10:09:21 AM,209.15,15.88,,,,
220,01/10/30 10:14:21 AM,209.22,15.88,,,,
221,01/10/30 10:19:21 AM,209.15,15.88,,,,
222,01/10/30 10:24:21 AM,209.15,15.88,,,,
223,01/10/30 10:29:21 AM,209.22,15.88,,,,
224,01/10/30 10:34:21 AM,209.22,15.88,,,,
225,01/10/30 10:39:21 AM,209.30,15.88,,,,
226,01/10/30 10:44:21 AM,209.14,15.90,,,,
227,01/10/30 10:49:21 AM,209.30,15.88,,,,
228,01/10/30 10:54:21 AM,209.30,15.88,,,,
229,01/10/30 10:59:21 AM,209.30,15.88,,,,
230,01/10/30 11:04:21 AM,209.22,15.88,,,,
231,01/10/30 11:09:21 AM,209.30,15.88,,,,
232,01/10/30 11:14:21 AM,209.22,15.88,,,,
233,01/10/30 11:19:21 AM,209.30,15.88,,,,
234,01/10/30 11:24:21 AM,209.30,15.88,,,,
235,01/10/30 11:29:21 AM,209.30,15.88,,,,
236,01/10/30 11:34:21 AM,209.22,15.88,,,,
237,01/10/30 11:39:21 AM,209.22,15.88,,,,
238,01/10/30 11:44:21 AM,209.37,15.88,,,,
239,01/10/30 11:49:21 AM,209.30,15.88,,,,
240,01/10/30 11:54:21 AM,209.30,15.90,,,,
241,01/10/30 11:59:21 AM,209.30,15.88,,,,
242,01/10/30 12:04:21 PM,209.37,15.88,,,,
243,01/10/30 12:09:21 PM,209.37,15.88,,,,
244,01/10/30 12:14:21 PM,209.30,15.88,,,,
245,01/10/30 12:19:21 PM,209.30,15.88,,,,
246,01/10/30 12:24:21 PM,209.37,15.88,,,,
247,01/10/30 12:29:21 PM,209.37,15.88,,,,
248,01/10/30 12:34:21 PM,209.37,15.88,,,,
249,01/10/30 12:39:21 PM,209.30,15.88,,,,
250,01/10/30 12:44:21 PM,209.37,15.88,,,,
251,01/10/30 12:49:21 PM,209.37,15.88,,,,
252,01/10/30 12:54:21 PM,209.37,15.88,,,,
253,01/10/30 12:59:21 PM,209.37,15.88,,,,
254,01/10/30 01:04:21 PM,209.37,15.88,,,,
255,01/10/30 01:09:21 PM,209.45,15.88,,,,
256,01/10/30 01:14:21 PM,209.30,15.88,,,,
257,01/10/30 01:19:21 PM,209.37,15.88,,,,
258,01/10/30 01:24:21 PM,209.37,15.90,,,,
259,01/10/30 01:29:21 PM,209.45,15.88,,,,
260,01/10/30 01:34:21 PM,209.45,15.88,,,,
261,01/10/30 01:39:21 PM,209.45,15.88,,,,
262,01/10/30 01:44:21 PM,209.37,15.88,,,,
263,01/10/30 01:49:21 PM,209.45,15.88,,,,
264,01/10/30 01:54:21 PM,209.37,15.88,,,,
265,01/10/30 01:59:21 PM,209.45,15.88,,,,
266,01/10/30 02:04:21 PM,209.45,15.88,,,,
267,01/10/30 02:09:21 PM,209.37,15.88,,,,
268,01/10/30 02:14:21 PM,209.45,15.88,,,,
269,01/10/30 02:19:21 PM,209.45,15.88,,,,
270,01/10/30 02:24:21 PM,209.30,15.90,,,,
271,01/10/30 02:29:21 PM,209.45,15.88,,,,
272,01/10/30 02:34:21 PM,209.37,15.88,,,,
273,01/10/30 02:39:21 PM,209.30,15.88,,,,
274,01/10/30 02:44:21 PM,209.30,15.88,,,,
275,01/10/30 02:49:21 PM,209.30,15.88,,,,
276,01/10/30 02:54:21 PM,209.30,15.88,,,,
277,01/10/30 02:59:21 PM,209.37,15.88,,,,
278,01/10/30 03:04:21 PM,209.37,15.88,,,,
279,01/10/30 03:09:21 PM,209.37,15.88,,,,
280,01/10/30 03:14:21 PM,209.30,15.88,,,,
281,01/10/30 03:19:21 PM,209.30,15.88,,,,
282,01/10/30 03:24:21 PM,209.30,15.88,,,,
283,01/10/30 03:29:21 PM,209.30,15.88,,,,
284,01/10/30 03:34:21 PM,209.45,15.90,,,,
285,01/10/30 03:39:21 PM,209.37,15.88,,,,
286,01/10/30 03:44:21 PM,209.37,15.88,,,,
287,01/10/30 03:49:21 PM,209.30,15.88,,,,
288,01/10/30 03:54:21 PM,209.37,15.88,,,,
289,01/10/30 03:59:21 PM,209.30,15.88,,,,
290,01/10/30 04:04:21 PM,209.30,15.90,,,,
291,01/10/30 04:09:21 PM,209.45,15.88,,,,
292,01/10/30 04:14:21 PM,209.30,15.90,,,,
293,01/10/30 04:19:21 PM,209.37,15.88,,,,
294,01/10/30 04:24:21 PM,209.37,15.90,,,,
295,01/10/30 04:29:21 PM,209.30,15.88,,,,
296,01/10/30 04:34:21 PM,209.30,15.88,,,,
297,01/10/30 04:39:21 PM,209.37,15.88,,,,
298,01/10/30 04:44:21 PM,209.30,15.88,,,,
299,01/10/30 04:49:21 PM,209.37,15.88,,,,
300,01/10/30 04:54:21 PM,209.30,15.90,,,,
301,01/10/30 04:59:21 PM,209.37,15.88,,,,
302,01/10/30 05:04:21 PM,209.30,15.88,,,,
303,01/10/30 05:09:21 PM,209.30,15.88,,,,
304,01/10/30 05:14:21 PM,209.37,15.88,,,,
305,01/10/30 05:19:21 PM,209.30,15.88,,,,
306,01/10/30 05:24:21 PM,209.37,15.88,,,,
307,01/10/30 05:29:21 PM,209.37,15.88,,,,
308,01/10/30 05:34:21 PM,209.30,15.88,,,,
309,01/10/30 05:39:21 PM,209.37,15.88,,,,
310,01/10/30 05:44:21 PM,209.30,15.88,,,,
311,01/10/30 05:49:21 PM,209.37,15.88,,,,
312,01/10/30 05:54:21 PM,209.30,15.88,,,,
313,01/10/30 05:59:21 PM,209.30,15.88,,,,
314,01/10/30 06:04:21 PM,209.37,15.88,,,,
315,01/10/30 06:09:21 PM,209.30,15.88,,,,
316,01/10/30 06:14:21 PM,209.37,15.90,,,,
317,01/10/30 06:19:21 PM,209.30,15.88,,,,
318,01/10/30 06:24:21 PM,209.22,15.88,,,,
319,01/10/30 06:29:21 PM,209.22,15.88,,,,
320,01/10/30 06:34:21 PM,209.22,15.88,,,,
321,01/10/30 06:39:21 PM,209.30,15.88,,,,
322,01/10/30 06:44:21 PM,209.30,15.88,,,,
323,01/10/30 06:49:21 PM,209.30,15.88,,,,
324,01/10/30 06:54:21 PM,209.22,15.90,,,,
325,01/10/30 06:59:21 PM,209.30,15.88,,,,
326,01/10/30 07:04:21 PM,209.22,15.88,,,,
327,01/10/30 07:09:21 PM,209.37,15.88,,,,
328,01/10/30 07:14:21 PM,209.22,15.88,,,,
329,01/10/30 07:19:21 PM,209.22,15.90,,,,
330,01/10/30 07:24:21 PM,209.30,15.88,,,,
331,01/10/30 07:29:21 PM,209.37,15.88,,,,
332,01/10/30 07:34:21 PM,209.22,15.88,,,,
333,01/10/30 07:39:21 PM,209.30,15.88,,,,
334,01/10/30 07:44:21 PM,209.37,15.88,,,,
335,01/10/30 07:49:21 PM,209.22,15.90,,,,
336,01/10/30 07:54:21 PM,209.22,15.88,,,,
337,01/10/30 07:59:21 PM,209.30,15.88,,,,
338,01/10/30 08:04:21 PM,209.22,15.88,,,,
339,01/10/30 08:09:21 PM,209.22,15.90,,,,
340,01/10/30 08:14:21 PM,209.22,15.88,,,,
341,01/10/30 08:19:21 PM,209.22,15.90,,,,
342,01/10/30 08:24:21 PM,209.15,15.88,,,,
343,01/10/30 08:29:21 PM,209.22,15.88,,,,
344,01/10/30 08:34:21 PM,209.22,15.88,,,,
345,01/10/30 08:39:21 PM,209.22,15.88,,,,
346,01/10/30 08:44:21 PM,209.22,15.88,,,,
347,01/10/30 08:49:21 PM,209.30,15.88,,,,
348,01/10/30 08:54:21 PM,209.22,15.88,,,,
349,01/10/30 08:59:21 PM,209.22,15.88,,,,
350,01/10/30 09:04:21 PM,209.22,15.88,,,,
351,01/10/30 09:09:21 PM,209.22,15.88,,,,
352,01/10/30 09:14:21 PM,209.22,15.88,,,,
353,01/10/30 09:19:21 PM,209.22,15.88,,,,
354,01/10/30 09:24:21 PM,209.30,15.88,,,,
355,01/10/30 09:29:21 PM,209.22,15.90,,,,
356,01/10/30 09:34:21 PM,209.22,15.88,,,,
357,01/10/30 09:39:21 PM,209.30,15.88,,,,
358,01/10/30 09:44:21 PM,209.22,15.88,,,,
359,01/10/30 09:49:21 PM,209.22,15.88,,,,
360,01/10/30 09:54:21 PM,209.30,15.88,,,,
361,01/10/30 09:59:21 PM,209.22,15.88,,,,
362,01/10/30 10:04:21 PM,209.22,15.88,,,,
363,01/10/30 10:09:21 PM,209.30,15.88,,,,
364,01/10/30 10:14:21 PM,209.22,15.88,,,,
365,01/10/30 10:19:21 PM,209.22,15.88,,,,
366,01/10/30 10:24:21 PM,209.22,15.88,,,,
367,01/10/30 10:29:21 PM,209.22,15.88,,,,
368,01/10/30 10:34:21 PM,209.22,15.88,,,,
369,01/10/30 10:39:21 PM,209.22,15.88,,,,
370,01/10/30 10:44:21 PM,209.37,15.88,,,,
371,01/10/30 10:49:21 PM,209.22,15.88,,,,
372,01/10/30 10:54:21 PM,209.22,15.88,,,,
373,01/10/30 10:59:21 PM,209.22,15.88,,,,
374,01/10/30 11:04:21 PM,209.30,15.88,,,,
375,01/10/30 11:09:21 PM,209.22,15.88,,,,
376,01/10/30 11:14:21 PM,209.22,15.88,,,,
377,01/10/30 11:19:21 PM,209.22,15.88,,,,
378,01/10/30 11:24:21 PM,209.30,15.90,,,,
379,01/10/30 11:29:21 PM,209.30,15.88,,,,
380,01/10/30 11:34:21 PM,209.22,15.88,,,,
381,01/10/30 11:39:21 PM,209.22,15.88,,,,
382,01/10/30 11:44:21 PM,209.37,15.88,,,,
383,01/10/30 11:49:21 PM,209.22,15.88,,,,
384,01/10/30 11:54:21 PM,209.37,15.88,,,,
385,01/10/30 11:59:21 PM,209.30,15.88,,,,
386,01/11/30 12:04:21 AM,209.30,15.88,,,,
387,01/11/30 12:09:21 AM,209.30,15.90,,,,
388,01/11/30 12:14:21 AM,209.22,15.90,,,,
389,01/11/30 12:19:21 AM,209.37,15.88,,,,
390,01/11/30 12:24:21 AM,209.30,15.88,,,,
391,01/11/30 12:29:21 AM,209.30,15.90,,,,
392,01/11/30 12:34:21 AM,209.30,15.88,,,,
393,01/11/30 12:39:21 AM,209.30,15.88,,,,
394,01/11/30 12:44:21 AM,209.30,15.88,,,,
395,01/11/30 12:49:21 AM,209.37,15.88,,,,
396,01/11/30 12:54:21 AM,209.30,15.88,,,,
397,01/11/30 12:59:21 AM,209.30,15.88,,,,
398,01/11/30 01:04:21 AM,209.37,15.88,,,,
399,01/11/30 01:09:21 AM,209.30,15.88,,,,
400,01/11/30 01:14:21 AM,209.37,15.88,,,,
401,01/11/30 01:19:21 AM,209.30,15.88,,,,
402,01/11/30 01:24:21 AM,209.30,15.88,,,,
403,01/11/30 01:29:21 AM,209.30,15.88,,,,
404,01/11/30 01:34:21 AM,209.30,15.88,,,,
405,01/11/30 01:39:21 AM,209.30,15.88,,,,
406,01/11/30 01:44:21 AM,209.30,15.90,,,,
407,01/11/30 01:49:21 AM,209.45,15.88,,,,
408,01/11/30 01:54:21 AM,209.37,15.88,,,,
409,01/11/30 01:59:21 AM,209.37,15.88,,,,
410,01/11/30 02:04:21 AM,209.45,15.88,,,,
411,01/11/30 02:09:21 AM,209.37,15.90,,,,
412,01/11/30 02:14:21 AM,209.45,15.88,,,,
413,01/11/30 02:19:21 AM,209.52,15.88,,,,
414,01/11/30 02:24:21 AM,209.52,15.88,,,,
415,01/11/30 02:29:21 AM,209.45,15.88,,,,
416,01/11/30 02:34:21 AM,209.45,15.88,,,,
417,01/11/30 02:39:21 AM,209.52,15.88,,,,
418,01/11/30 02:44:21 AM,209.52,15.88,,,,
419,01/11/30 02:49:21 AM,209.52,15.88,,,,
420,01/11/30 02:54:21 AM,209.52,15.88,,,,
421,01/11/30 02:59:21 AM,209.60,15.88,,,,
422,01/11/30 03:04:21 AM,209.52,15.88,,,,
423,01/11/30 03:09:21 AM,209.45,15.88,,,,
424,01/11/30 03:14:21 AM,209.60,15.88,,,,
425,01/11/30 03:19:21 AM,209.45,15.88,,,,
426,01/11/30 03:24:21 AM,209.45,15.88,,,,
427,01/11/30 03:29:21 AM,209.60,15.88,,,,
428,01/11/30 03:34:21 AM,209.52,15.88,,,,
429,01/11/30 03:39:21 AM,209.60,15.88,,,,
430,01/11/30 03:44:21 AM,209.60,15.88,,,,
431,01/11/30 03:49:21 AM,209.60,15.88,,,,
432,01/11/30 03:54:21 AM,209.60,15.90,,,,
433,01/11/30 03:59:21 AM,209.60,15.88,,,,
434,01/11/30 04:04:21 AM,209.68,15.88,,,,
435,01/11/30 04:09:21 AM,209.68,15.88,,,,
436,01/11/30 04:14:21 AM,209.68,15.88,,,,
437,01/11/30 04:19:21 AM,209.75,15.88,,,,
438,01/11/30 04:24:21 AM,209.67,15.90,,,,
439,01/11/30 04:29:21 AM,209.68,15.88,,,,
440,01/11/30 04:34:21 AM,209.68,15.88,,,,
441,01/11/30 04:39:21 AM,209.68,15.88,,,,
442,01/11/30 04:44:21 AM,209.75,15.88,,,,
443,01/11/30 04:49:21 AM,209.75,15.90,,,,
444,01/11/30 04:54:21 AM,209.75,15.88,,,,
445,01/11/30 04:59:21 AM,209.75,15.88,,,,
446,01/11/30 05:04:21 AM,209.75,15.88,,,,
447,01/11/30 05:09:21 AM,209.75,15.88,,,,
448,01/11/30 05:14:21 AM,209.75,15.90,,,,
449,01/11/30 05:19:21 AM,209.83,15.88,,,,
450,01/11/30 05:24:21 AM,209.83,15.88,,,,
451,01/11/30 05:29:21 AM,209.83,15.88,,,,
452,01/11/30 05:34:21 AM,209.83,15.88,,,,
453,01/11/30 05:39:21 AM,209.83,15.88,,,,
454,01/11/30 05:44:21 AM,209.82,15.90,,,,
455,01/11/30 05:49:21 AM,209.90,15.88,,,,
456,01/11/30 05:54:21 AM,209.90,15.88,,,,
457,01/11/30 05:59:21 AM,209.83,15.88,,,,
458,01/11/30 06:04:21 AM,209.90,15.88,,,,
459,01/11/30 06:09:21 AM,209.90,15.90,,,,
460,01/11/30 06:14:21 AM,209.98,15.88,,,,
461,01/11/30 06:19:21 AM,209.90,15.88,,,,
462,01/11/30 06:24:21 AM,209.98,15.88,,,,
463,01/11/30 06:29:21 AM,209.90,15.88,,,,
464,01/11/30 06:34:21 AM,209.98,15.88,,,,
465,01/11/30 06:39:21 AM,210.05,15.88,,,,
466,01/11/30 06:44:21 AM,209.97,15.90,,,,
467,01/11/30 06:49:21 AM,209.98,15.88,,,,
468,01/11/30 06:54:21 AM,209.98,15.88,,,,
469,01/11/30 06:59:21 AM,210.05,15.88,,,,
470,01/11/30 07:04:21 AM,210.05,15.88,,,,
471,01/11/30 07:09:21 AM,210.05,15.88,,,,
472,01/11/30 07:14:21 AM,210.05,15.88,,,,
473,01/11/30 07:19:21 AM,210.05,15.88,,,,
474,01/11/30 07:24:21 AM,210.05,15.88,,,,
475,01/11/30 07:29:21 AM,210.13,15.88,,,,
476,01/11/30 07:34:21 AM,210.13,15.88,,,,
